"CAT","AN","Q_CAT","Q_AN","FORMULA","Name","IDENT","M_WT","CAT_WT","AN_WT","Max","FLD","Ink","A_WT","ShowCalc","NoMol","FCALC","Visible","order","ShowOrder","Format","Flag","System","qAtom","Atoms","SimpleComp"
,,,,"CrCl3","CrClã","crcl3",158.3542022705078,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Cr 1 51.9961 Cl 3 35.4527 ",
,,,,"SbO","SbO","sb2",137.74940490722656,,,0.699999988079071,,false,,false,false,"SbO,RmOn,SbmOn,RO",0,0,1,"##0.##;##0.00;\-;\*",0,"RO",2,"Sb 1 121.75 O 1 15.9994 ",
,,,,"PtCl2","PtClâ","ptcl2",265.98541259765625,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",3,"Pt 1 195.08 Cl 2 35.4527 ",
,,,,"Pb(PO3)2","Pb(POã)â","pbpo3",365.1438903808594,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",9,"Pb 1 207.2 P 2 30.97376 O 6 15.9994 ",
,,,,"Zn(PO3)2","Zn(POã)â","znpo3",223.33389282226562,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",9,"Zn 1 65.39 P 2 30.97376 O 6 15.9994 ",
,,,,"BiOF","BiOF","biof",243.9781951904297,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Bi 1 208.9804 O 1 15.9994 F 1 18.9984 ",
,,,,"Nd2(SO4)3","Ndâ(SOä)ã","ndso4",576.6707763671875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",17,"Nd 2 144.24 S 3 32.066 O 12 15.9994 ",
,,,,"NaBF4","NaBFä","nabf4",109.79440307617188,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"Na 1 22.98977 B 1 10.811 F 4 18.9984 ",
,,,,"KBF4","KBFä","kbf4",125.90290069580078,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"K 1 39.0983 B 1 10.811 F 4 18.9984 ",
,,,,"Er2(SO4)3","Erâ(SOä)ã","er2so4",622.7108154296875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",17,"Er 2 167.26 S 3 32.066 O 12 15.9994 ",
,,,,"Bi2O5","BiâOå","bi5",497.9577941894531,,,0.699999988079071,,false,,false,false,"Bi2O5,RmOn,BimOn,R2O5",0,0,1,"##0.##;##0.00;\-;\*",0,"R2O5",7,"Bi 2 208.9804 O 5 15.9994 ",
,,,,"KNO3","KNOã","kno3",101.10320281982422,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"K 1 39.0983 N 1 14.00674 O 3 15.9994 ",
,,,,"Zn(NO3)2","Zn(NOã)â","znno3",189.39990234375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",9,"Zn 1 65.39 N 2 14.00674 O 6 15.9994 ",
,,,,"Dy2Se3","DyâSeã","dy2se3",561.8800048828125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Dy 2 162.5 Se 3 78.96 ",
,,,,"Na2B4O7","NaâBäOç","nabo7",201.21929931640625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",13,"Na 2 22.98977 B 4 10.811 O 7 15.9994 ",
,,,,"Ca(NO3)2","Ca(NOã)â","cano",164.08790588378906,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",9,"Ca 1 40.078 N 2 14.00674 O 6 15.9994 ",
,,,,"Cd(NO3)2","Cd(NOã)â","cdno",236.4208984375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",9,"Cd 1 112.411 N 2 14.00674 O 6 15.9994 ",
,,,,"ErI3","ErIã","eri3",547.9735107421875,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Er 1 167.26 I 3 126.9045 ",
,,,,"K2NbOF5","KâNbOFå","knbof",282.0943908691406,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",9,"K 2 39.0983 Nb 1 92.90638 O 1 15.9994 F 5 18.9984 ",
,,,,"P4S3","PäSã","p4s3",220.09300231933594,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"P 4 30.97376 S 3 32.066 ",
,,,,"P4S7","PäSç","p4s7",348.3570861816406,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",11,"P 4 30.97376 S 7 32.066 ",
,,,,"H3BO3","HãBOã","h3bo3",61.8330192565918,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"H 3 1.00794 B 1 10.811 O 3 15.9994 ",
,,,,"GeI2","GeIâ","gei2",326.41900634765625,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",3,"Ge 1 72.61 I 2 126.9045 ",
,,,,"C6H12O6","CæHáâOæ","cho",180.15769958496094,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",24,"C 6 12.011 H 12 1.00794 O 6 15.9994 ",
,,,,"Sm2(SO4)3","Smâ(SOä)ã","sm2so4",588.9108276367188,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",17,"Sm 2 150.36 S 3 32.066 O 12 15.9994 ",
,,,,"NaCN","NaCN","nacn",49.007511138916016,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Na 1 22.98977 C 1 12.011 N 1 14.00674 ",
,,,,"LiSiON","LiSiON","lision",65.03263854980469,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",4,"Li 1 6.941 Si 1 28.0855 O 1 15.9994 N 1 14.00674 ",
,,,,"BS2","BSâ","bs2",74.94300079345703,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"B 1 10.811 S 2 32.066 ",
,,,,"Al2Y2O6","AlâYâOæ","al2y2",327.7712097167969,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",10,"Al 2 26.98154 Y 2 88.90585 O 6 15.9994 ",
,,,,"Mg3N2","MgãNâ","mg3n2",100.92849731445312,,,0.699999988079071,,false,,false,false,"RmNn",0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Mg 3 24.305 N 2 14.00674 ",
,,,,"VN","VN","vn",64.9482421875,,,0.699999988079071,,false,,false,false,"RmNn",0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"V 1 50.9415 N 1 14.00674 ",
,,,,"BiPO4","BiPOä","bipo4",303.9518127441406,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"Bi 1 208.9804 P 1 30.97376 O 4 15.9994 ",
,,,,"NbPO5","NbPOå","nbpo5",203.87710571289062,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"Nb 1 92.90638 P 1 30.97376 O 5 15.9994 ",
,,,,"TaPO5","TaPOå","tapo5",291.918701171875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"Ta 1 180.9479 P 1 30.97376 O 5 15.9994 ",
,,,,"As2Se5","AsâSeå","as2se5",544.6431884765625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"As 2 74.92159 Se 5 78.96 ",
,,,,"V2S3","VâSã","v2s3",198.08099365234375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"V 2 50.9415 S 3 32.066 ",
,,,,"Na2MoO4","NaâMoOä","na2mo4",205.91709899902344,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"Na 2 22.98977 Mo 1 95.94 O 4 15.9994 ",
,,,,"Na2WO4","NaâWOä","na2wo4",293.82708740234375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"Na 2 22.98977 W 1 183.85 O 4 15.9994 ",
,,,,"KHC4H4O6","KHCäHäOæ","khch",188.17840576171875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",16,"K 1 39.0983 H 5 1.00794 C 4 12.011 O 6 15.9994 ",
,,,,"AsSeI","AsSeI","assei",280.7861022949219,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"As 1 74.92159 Se 1 78.96 I 1 126.9045 ",
,,,,"RbV2O5","RbVâOå","rbvo",267.3478088378906,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",8,"Rb 1 85.4678 V 2 50.9415 O 5 15.9994 ",
,,,,"GeF4","GeFä","gef4",148.60360717773438,,,0.699999988079071,,false,,false,false,"RFn,RHaln,RF4",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",5,"Ge 1 72.61 F 4 18.9984 ",
,,,,"GeSb2","GeSbâ","gesb2",316.1099853515625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Ge 1 72.61 Sb 2 121.75 ",
,,,,"BaPO3F","BaPOãF","bpf",235.29730224609375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"Ba 1 137.327 P 1 30.97376 O 3 15.9994 F 1 18.9984 ",
,,,,"TlS","TlS","tls1",236.4492950439453,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Tl 1 204.3833 S 1 32.066 ",
,,,,"AlPO4","AlPOä","alpo4",121.9529037475586,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"Al 1 26.98154 P 1 30.97376 O 4 15.9994 ",
,,,,"GaI3","GaIã","gai3",450.4364929199219,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Ga 1 69.723 I 3 126.9045 ",
,,,,"ZnTe","ZnTe","znte",192.99000549316406,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Zn 1 65.39 Te 1 127.6 ",
,,,,"AuCl3","AuClã","aucl3",303.3245849609375,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Au 1 196.9665 Cl 3 35.4527 ",
,,,,"Li2B4O7","LiâBäOç","libo",169.12179565429688,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",13,"Li 2 6.941 B 4 10.811 O 7 15.9994 ",
,,,,"BOF","BOF","bof",45.808799743652344,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"B 1 10.811 O 1 15.9994 F 1 18.9984 ",
,,,,"NaBH4","NaBHä","nabh4",37.8325309753418,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"Na 1 22.98977 B 1 10.811 H 4 1.00794 ",
,,,,"CrO","CrO","cro",67.99549865722656,,,0.699999988079071,,false,,false,false,"CrO,RmOn,CrmOn,RO",0,0,1,"##0.##;##0.00;\-;\*",0,"RO",2,"Cr 1 51.9961 O 1 15.9994 ",
,,,,"P2S3","PâSã","p2s3",158.14549255371094,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"P 2 30.97376 S 3 32.066 ",
,,,,"Gd2(SO4)3","Gdâ(SOä)ã","gdso4",602.6907958984375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",17,"Gd 2 157.25 S 3 32.066 O 12 15.9994 ",
,,,,"SrB2O4","SrBâOä","srbo",173.23959350585938,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"Sr 1 87.62 B 2 10.811 O 4 15.9994 ",
,,,,"DyCl3","DyClã","dycl3",268.85809326171875,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Dy 1 162.5 Cl 3 35.4527 ",
,,,,"BiBr3","BiBrã","bibr3",448.6924133300781,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Bi 1 208.9804 Br 3 79.904 ",
,,,,"BaO2","BaOâ","bao2",169.3258056640625,,,0.699999988079071,,false,,false,false,"BaO2,RmOn,BamOn,RO2",0,0,1,"##0.##;##0.00;\-;\*",0,"RO2",3,"Ba 1 137.327 O 2 15.9994 ",
,,,,"GaS2","GaSâ","gas2",133.85499572753906,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Ga 1 69.723 S 2 32.066 ",
,,,,"KPO3","KPOã","kpo3",118.07029724121094,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"K 1 39.0983 P 1 30.97376 O 3 15.9994 ",
,,,,"CeCl3","CeClã","cecl3",246.4730987548828,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Ce 1 140.115 Cl 3 35.4527 ",
,,,,"GdCl3","GdClã","gdcl3",263.60809326171875,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Gd 1 157.25 Cl 3 35.4527 ",
,,,,"SmCl3","SmClã","smcl3",256.7181091308594,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Sm 1 150.36 Cl 3 35.4527 ",
,,,,"TbCl3","TbClã","tbcl3",265.28338623046875,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Tb 1 158.9253 Cl 3 35.4527 ",
,,,,"TmCl3","TmClã","tmcl3",275.29229736328125,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Tm 1 168.9342 Cl 3 35.4527 ",
,,,,"CdGeO3","CdGeOã","cdgeo",233.01919555664062,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Cd 1 112.411 Ge 1 72.61 O 3 15.9994 ",
,,,,"ErPO4","ErPOä","erpo4",262.2314147949219,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"Er 1 167.26 P 1 30.97376 O 4 15.9994 ",
,,,,"Sc(PO3)3","Sc(POã)ã","scpo3",281.8717956542969,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",13,"Sc 1 44.95591 P 3 30.97376 O 9 15.9994 ",
,,,,"Sb(PO3)3","Sb(POã)ã","sbpo3",358.6658935546875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",13,"Sb 1 121.75 P 3 30.97376 O 9 15.9994 ",
,,,,"KBO2","KBOâ","kbo2",81.90809631347656,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",4,"K 1 39.0983 B 1 10.811 O 2 15.9994 ",
,,,,"SeS2","SeSâ","ses2",143.0919952392578,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Se 1 78.96 S 2 32.066 ",
,,,,"UO2F2","UOâFâ","uof",308.0245056152344,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"U 1 238.0289 O 2 15.9994 F 2 18.9984 ",
,,,,"CsHSO4","CsHSOä","chs",229.97689819335938,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"Cs 1 132.9054 H 1 1.00794 S 1 32.066 O 4 15.9994 ",
,,,,"NaHSO4","NaHSOä","nahs",120.0613021850586,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"Na 1 22.98977 H 1 1.00794 S 1 32.066 O 4 15.9994 ",
,,,,"YbCl3","YbClã","ybcl3",279.3981018066406,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Yb 1 173.04 Cl 3 35.4527 ",
,,,,"MgCO3","MgCOã","mgco",84.31420135498047,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Mg 1 24.305 C 1 12.011 O 3 15.9994 ",
,,,,"In2Te6","InâTeæ","in2te6",995.239990234375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",8,"In 2 114.82 Te 6 127.6 ",
,,,,"Cr2Se3","CrâSeã","cr2se3",340.8721923828125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Cr 2 51.9961 Se 3 78.96 ",
,,,,"KAsO3","KAsOã","kaso3",162.01809692382812,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"K 1 39.0983 As 1 74.92159 O 3 15.9994 ",
,,,,"Na4As2O7","NaäAsâOç","nas2o7",353.798095703125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",13,"Na 4 22.98977 As 2 74.92159 O 7 15.9994 ",
,,,,"AsSBr","AsSBr","assbr",186.8916015625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"As 1 74.92159 S 1 32.066 Br 1 79.904 ",
,,,,"MnNbOF5","MnNbOFå","mnnbof",258.8357849121094,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",8,"Mn 1 54.93805 Nb 1 92.90638 O 1 15.9994 F 5 18.9984 ",
,,,,"K2SiF6","KâSiFæ","ksif",220.2725067138672,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",9,"K 2 39.0983 Si 1 28.0855 F 6 18.9984 ",
,,,,"Cl2","Clâ","cl2",70.90540313720703,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Cl 2 35.4527 ",
,,,,"ReO3","ReOã","re6",234.2052001953125,,,0.699999988079071,,false,,false,false,"ReO3,RmOn,RemOn,RO3",0,0,1,"##0.##;##0.00;\-;\*",0,"RO3",4,"Re 1 186.207 O 3 15.9994 ",
,,,,"Pb3(PO4)2","Pbã(POä)â","pbpo",811.542724609375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",13,"Pb 3 207.2 P 2 30.97376 O 8 15.9994 ",
,,,,"As2S5","AsâSå","as2s5",310.1731872558594,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"As 2 74.92159 S 5 32.066 ",
,,,,"TaO2F","TaOâF","taof",231.94509887695312,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",4,"Ta 1 180.9479 O 2 15.9994 F 1 18.9984 ",
,,,,"LiHSO4","LiHSOä","lihso4",104.01249694824219,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"Li 1 6.941 H 1 1.00794 S 1 32.066 O 4 15.9994 ",
,,,,"KClO4","KClOä","kclo4",138.54859924316406,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"K 1 39.0983 Cl 1 35.4527 O 4 15.9994 ",
,,,,"K2S2O8","KâSâOè","k2s2o8",270.32379150390625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",12,"K 2 39.0983 S 2 32.066 O 8 15.9994 ",
,,,,"AuCl","AuCl","aucl",232.41920471191406,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",2,"Au 1 196.9665 Cl 1 35.4527 ",
,,,,"ZrSe2","ZrSeâ","zrse2",249.1439971923828,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Zr 1 91.224 Se 2 78.96 ",
,,,,"CuNbOF5","CuNbOFå","cunb",267.44378662109375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",8,"Cu 1 63.546 Nb 1 92.90638 O 1 15.9994 F 5 18.9984 ",
,,,,"SiCl4","SiClä","sicl4",169.89630126953125,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",5,"Si 1 28.0855 Cl 4 35.4527 ",
,,,,"MnSe","MnSe","mnse",133.8979949951172,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Mn 1 54.93805 Se 1 78.96 ",
,,,,"RbNO3","RbNOã","rbno3",147.4727020263672,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Rb 1 85.4678 N 1 14.00674 O 3 15.9994 ",
,,,,"GaSe2","GaSeâ","gase2",227.64300537109375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Ga 1 69.723 Se 2 78.96 ",
,,,,"Sb2Te2","SbâTeâ","sb2te2",498.70001220703125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",4,"Sb 2 121.75 Te 2 127.6 ",
,,,,"Sb2Te4","SbâTeä","sb2te4",753.9000244140625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"Sb 2 121.75 Te 4 127.6 ",
,,,,"BiNbO4","BiNbOä","bno",365.8843994140625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"Bi 1 208.9804 Nb 1 92.90638 O 4 15.9994 ",
,,,,"EuCl2","EuClâ","eucl2",222.8704071044922,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",3,"Eu 1 151.965 Cl 2 35.4527 ",
,,,,"Ho2Se3","HoâSeã","ho2se3",566.7406005859375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Ho 2 164.9303 Se 3 78.96 ",
,,,,"HoAs","HoAs","hoas",239.85189819335938,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Ho 1 164.9303 As 1 74.92159 ",
,,,,"HoSe","HoSe","hose",243.8903045654297,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Ho 1 164.9303 Se 1 78.96 ",
,,,,"CeO","CeO","ceo",156.11439514160156,,,0.699999988079071,,false,,false,false,"CeO,RmOn,CemOn,RO",0,0,1,"##0.##;##0.00;\-;\*",0,"RO",2,"Ce 1 140.115 O 1 15.9994 ",
,,,,"GeTe4.3","GeTeäÌã","gete43",621.2899780273438,,,0.699999988079071,,false,,false,false,"GeTeäÌã",0,0,4,"##0.##;##0.00;\-;\*",0,"Others",0,,
,,,,"Se4I","SeäI","se4i",442.7445068359375,,,0.699999988079071,,false,,false,false,"RHaln",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",5,"Se 4 78.96 I 1 126.9045 ",
,,,,"GaTe3","GaTeã","gate3",452.52301025390625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",4,"Ga 1 69.723 Te 3 127.6 ",
,,,,"AsSe2","AsSeâ","asse2",232.8415985107422,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"As 1 74.92159 Se 2 78.96 ",
,,,,"ZrSiO4","ZrSiOä","zrsio4",183.30709838867188,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"Zr 1 91.224 Si 1 28.0855 O 4 15.9994 ",
,,,,"Ba(H2PO4)2","Ba(HâPOä)â","bapo42",331.301513671875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",15,"Ba 1 137.327 H 4 1.00794 P 2 30.97376 O 8 15.9994 ",
,,,,"CaCO3","CaCOã","caco",100.08719635009766,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Ca 1 40.078 C 1 12.011 O 3 15.9994 ",
,,,,"LiNO3","LiNOã","lino3",68.94593811035156,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Li 1 6.941 N 1 14.00674 O 3 15.9994 ",
,,,,"NaClO3","NaClOã","naclo3",106.4406967163086,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Na 1 22.98977 Cl 1 35.4527 O 3 15.9994 ",
,,,,"NO3","NOã","no3",62.004940032958984,,,0.699999988079071,,false,,false,false,"NO3,RmOn,NmOn,RO3",0,0,1,"##0.##;##0.00;\-;\*",0,"RO3",4,"N 1 14.00674 O 3 15.9994 ",
,,,,"TlAs","TlAs","tlas",279.3049011230469,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Tl 1 204.3833 As 1 74.92159 ",
,,,,"UF2","UFâ","uf2",276.02569580078125,,,0.699999988079071,,false,,false,false,"RFn,RHaln,RF2",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",3,"U 1 238.0289 F 2 18.9984 ",
,,,,"KOH","KOH","koh",56.10564041137695,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"K 1 39.0983 O 1 15.9994 H 1 1.00794 ",
,,,,"AgAsS2","AgAsSâ","agass",246.9217987060547,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",4,"Ag 1 107.8682 As 1 74.92159 S 2 32.066 ",
,,,,"MgS","MgS","mgs",56.37099838256836,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Mg 1 24.305 S 1 32.066 ",
,,,,"SbPO4","SbPOä","sbpo4",216.72140502929688,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"Sb 1 121.75 P 1 30.97376 O 4 15.9994 ",
,,,,"LiNbO3","LiNbOã","linbo",147.84559631347656,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Li 1 6.941 Nb 1 92.90638 O 3 15.9994 ",
,,,,"Li2O+Na2O+K2O","LiâO+NaâO+KâO","lnk",0,,,0.699999988079071,,false,,false,false,,0,0,4,"##0.##;##0.00;\-;\*",0,"Others",0,,
