"CAT","AN","Q_CAT","Q_AN","FORMULA","Name","IDENT","M_WT","CAT_WT","AN_WT","Max","FLD","Ink","A_WT","ShowCalc","NoMol","FCALC","Visible","order","ShowOrder","Format","Flag","System","qAtom","Atoms","SimpleComp"
"Ce","F",1,4,"CeF4","CeFä","cef4",216.1085968017578,,,0.699999988079071,,false,,false,false,"RFn,RHaln,RF4",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",5,"Ce 1 140.115 F 4 18.9984 ",
,,,,"Al2(SO4)3","Alâ(SOä)ã","also",342.1539001464844,,,0.699999988079071,,false,,false,true,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",17,"Al 2 26.98154 S 3 32.066 O 12 15.9994 ","Al2O3 1 SO3 3"
,,,,"NaNO3","NaNOã","nano3",84.99471282958984,,,0.699999988079071,,false,,false,true,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",5,"Na 1 22.98977 N 1 14.00674 O 3 15.9994 ","Na2O 0.5 N2O5 0.5"
,,,,"Cu2S","CuâS","cu2s",159.1580047607422,,,0.699999988079071,,false,,false,true,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",3,"Cu 2 63.546 S 1 32.066 ",
"In","S",2,3,"In2S3","InâSã","ins",325.8380126953125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",5,"In 2 114.82 S 3 32.066 ",
,,,,"Ga2S3","GaâSã","gas",235.6439971923828,,,0.699999988079071,,false,,false,true,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",5,"Ga 2 69.723 S 3 32.066 ",
,,,,"P","P","p0",30.9737606048584,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",1,"P 1 30.97376 ",
"R","N",,,"RmNn","RŒN","rmnn",0,,,0.699999988079071,"RmNn",false,0,false,true,,,,4,"##0.##;##0.00;\-;\*",1,"Others",0,,
"Fe","Cl",1,3,"FeCl3","FeClã","fecl3",162.20509338378906,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",4,"Fe 1 55.847 Cl 3 35.4527 ",
"Sb",,1,,"Sb","Sb","sb0",121.75,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",1,"Sb 1 121.75 ",
"Na","OH",1,1,"NaOH","NaOH","naoh",39.997108459472656,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",3,"Na 1 22.98977 O 1 15.9994 H 1 1.00794 ","Na2O 0.5 H2O 0.5"
"Ni","Br",1,2,"NiBr2","NiBrâ","nibr2",218.4980010986328,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Ni 1 58.69 Br 2 79.904 ",
"Ga","Br",1,3,"GaBr3","GaBrã","gabr3",309.43499755859375,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",4,"Ga 1 69.723 Br 3 79.904 ",
,,1,2,"PON","PON","pon",60.97990036010742,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",3,"P 1 30.97376 O 1 15.9994 N 1 14.00674 ",
"Co","Cl",1,2,"CoCl2","CoClâ","cocl2",129.83859252929688,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Co 1 58.9332 Cl 2 35.4527 ",
,,,,"Rh2O3","RhâOã","rh",253.8092041015625,,,0.699999988079071,,false,,false,false,"Rh2O3,RmOn,RhmOn,R2O3",0,0,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Rh 2 102.9055 O 3 15.9994 ",
,,,,"Li3N","LiãN","li3n",34.82973861694336,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",4,"Li 3 6.941 N 1 14.00674 ",
,,,,"CuSO4","CuSOä","cuso4",159.60960388183594,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",6,"Cu 1 63.546 S 1 32.066 O 4 15.9994 ",
,,,,"VOSO4","VOSOä","voso4",163.00450134277344,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",7,"V 1 50.9415 O 5 15.9994 S 1 32.066 ","VO2 0.5 SO3 1"
,,,,"Y2(SO4)3","Yâ(SOä)ã","yso4",466.00250244140625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",17,"Y 2 88.90585 S 3 32.066 O 12 15.9994 ","Y2O3 1 SO3 3"
,,,,"Na3N","NaãN","na3n",82.9760513305664,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",4,"Na 3 22.98977 N 1 14.00674 ",
,,,,"K3N","KãN","k3n",131.30169677734375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",4,"K 3 39.0983 N 1 14.00674 ",
,,,,"(NH4)2SO4","(NH4)2SO4","nhs",132.14059448242188,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",15,"N 2 14.00674 H 8 1.00794 S 1 32.066 O 4 15.9994 ","NH3 2 H2O 1 SO3 1"
,,,,"K2CO3","KâCOã","k2co3",138.20579528808594,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"K 2 39.0983 C 1 12.011 O 3 15.9994 ","K2O 1 CO2 1"
,,,,"NH4H2PO4","NHäHâPOä","nhhpo",115.02570343017578,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",12,"N 1 14.00674 H 6 1.00794 P 1 30.97376 O 4 15.9994 ","NH3 1 H2O 1.5 P2O5 0.5"
,,,,"NH4PF6","NHäPFæ","nhpf",163.00270080566406,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",12,"N 1 14.00674 H 4 1.00794 P 1 30.97376 F 6 18.9984 ","NH3 1 HF 1 PF5 1"
,,,,"(NH4)3PO4","n","nhpo",149.08689880371094,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",15,"N 2 14.00674 H 8 1.00794 P 1 30.97376 O 4 15.9994 ","NH3 2 H2O 1 P2O5 0.5"
,,,,"ErCl3","ErClã","ercl3",273.61810302734375,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Er 1 167.26 Cl 3 35.4527 ",
,,,,"MoF5","MoFå","mof5",190.9320068359375,,,0.699999988079071,,false,,false,false,"RFn,RHaln,RF5",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",6,"Mo 1 95.94 F 5 18.9984 ",
,,,,"VF5","VFå","vf5",145.93350219726562,,,0.699999988079071,,false,,false,false,"RFn,RHaln,RF5",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",6,"V 1 50.9415 F 5 18.9984 ",
,,,,"CO2","COâ","co2",44.00979995727539,,,0.699999988079071,,false,,false,false,"CO2,RmOn,CmOn,RO2",0,0,1,"##0.##;##0.00;\-;\*",0,"RO2",3,"C 1 12.011 O 2 15.9994 ",
,,,,"TiC","TiC","tic",59.89099884033203,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Ti 1 47.88 C 1 12.011 ",
,,,,"PrCl3","PrClã","prcl3",247.2657928466797,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Pr 1 140.9077 Cl 3 35.4527 ",
,,,,"CaSO4","CaSOä","caso4",136.1416015625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"Ca 1 40.078 S 1 32.066 O 4 15.9994 ","CaO 1 SO3 1"
,,,,"Pr2(SO4)3","Prâ(SOä)ã","prso",570.0062255859375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",17,"Pr 2 140.9077 S 3 32.066 O 12 15.9994 ","Pr2O3 1 SO3 3"
,,,,"EuCl3","EuClã","eucl3",258.3230895996094,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Eu 1 151.965 Cl 3 35.4527 ",
,,,,"TeF4","TeFä","tef4",203.59359741210938,,,0.699999988079071,,false,,false,false,"RFn,RHaln,RF4",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",5,"Te 1 127.6 F 4 18.9984 ",
,,,,"GeS2","GeSâ","ges2",136.74200439453125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Ge 1 72.61 S 2 32.066 ",
,,,,"As","As","as0",74.92159271240234,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"As 1 74.92159 ",
,,,,"Bi","Bi","bi0",208.9803924560547,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Bi 1 208.9804 ",
,,,,"Te","Te","te0",127.5999984741211,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Te 1 127.6 ",
,,,,"AsI3","AsIã","asi",455.6351013183594,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"As 1 74.92159 I 3 126.9045 ",
,,,,"Tl2Se","TlâSe","tlse",487.7265930175781,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Tl 2 204.3833 Se 1 78.96 ",
,,,,"GeTe4","GeTeä","gete4",583.010009765625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Ge 1 72.61 Te 4 127.6 ",
,,,,"Sb2Te3","SbâTeã","sbte",626.2999877929688,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Sb 2 121.75 Te 3 127.6 ",
,,,,"Tl","Tl","tl0",204.38330078125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Tl 1 204.3833 ",
,,,,"In","In","in0",114.81999969482422,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"In 1 114.82 ",
,,,,"O","O","o",15.99940013885498,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"O 1 15.9994 ",
,,,,"GeTe","GeTe","gete",200.2100067138672,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Ge 1 72.61 Te 1 127.6 ",
,,,,"Tl2S","TlâS","tls",440.8326110839844,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Tl 2 204.3833 S 1 32.066 ",
,,,,"Ag","Ag","ag0",107.86820220947266,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Ag 1 107.8682 ",
,,,,"GeS","GeS","ges",104.6760025024414,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Ge 1 72.61 S 1 32.066 ",
,,,,"As2Te3","AsâTeã","as2te3",532.6431884765625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"As 2 74.92159 Te 3 127.6 ",
,,,,"PbS","PbS","pbs",239.26600646972656,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Pb 1 207.2 S 1 32.066 ",
,,,,"Bi2S3","BiâSã","bi2s3",514.1588134765625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Bi 2 208.9804 S 3 32.066 ",
,,,,"La2S3","LaâSã","la2s3",374.0090026855469,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"La 2 138.9055 S 3 32.066 ",
,,,,"Nd2S3","NdâSã","nd2s3",384.6780090332031,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Nd 2 144.24 S 3 32.066 ",
,,,,"EuS","EuS","eus",184.031005859375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Eu 1 151.965 S 1 32.066 ",
,,,,"BaS","BaS","bas",169.39300537109375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Ba 1 137.327 S 1 32.066 ",
,,,,"SrS","SrS","srs",119.68599700927734,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Sr 1 87.62 S 1 32.066 ",
,,,,"Er2S3","ErâSã","er2s3",430.7179870605469,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Er 2 167.26 S 3 32.066 ",
,,,,"Pr2S3","PrâSã","pr2s3",378.0133972167969,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Pr 2 140.9077 S 3 32.066 ",
,,,,"Tl2Te","TlâTe","tlte",536.3665771484375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Tl 2 204.3833 Te 1 127.6 ",
,,,,"Cd","Cd","cd0",112.41100311279297,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Cd 1 112.411 ",
,,,,"Sb2Se3","SbâSeã","sb2se3",480.3800048828125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Sb 2 121.75 Se 3 78.96 ",
,,,,"NiTe","NiTe","nite",186.2899932861328,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Ni 1 58.69 Te 1 127.6 ",
,,,,"NiCl2","NiClâ","nicl2",129.59539794921875,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",3,"Ni 1 58.69 Cl 2 35.4527 ",
,,,,"NiI2","NiIâ","nii2",312.4989929199219,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",3,"Ni 1 58.69 I 2 126.9045 ",
,,,,"Ce","Ce","ce0",140.11500549316406,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Ce 1 140.115 ",
,,,,"Sm","Sm","sm0",150.36000061035156,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Sm 1 150.36 ",
,,,,"Er","Er","er0",167.25999450683594,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Er 1 167.26 ",
,,,,"CdSO4","CdSOä","cdso",208.47459411621094,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"Cd 1 112.411 S 1 32.066 O 4 15.9994 ","CdO 1 SO3 1"
,,,,"Cs2SO4","CsâSOä","csso",361.8743896484375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"Cs 2 132.9054 S 1 32.066 O 4 15.9994 ","Cs2O 1 SO3 1"
,,,,"SrSO4","SrSOä","srso",183.68359375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",6,"Sr 1 87.62 S 1 32.066 O 4 15.9994 ","SrO 1 SO3 1"
,,,,"AsSe","AsSe","asse1",153.88160705566406,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"As 1 74.92159 Se 1 78.96 ",
,,,,"Ag2Se","AgâSe","agse",294.6964111328125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Ag 2 107.8682 Se 1 78.96 ",
,,,,"Gd2S3","GdâSã","gd2s3",410.697998046875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Gd 2 157.25 S 3 32.066 ",
,,,,"Pr","Pr","pr0",140.90769958496094,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Pr 1 140.9077 ",
,,,,"SnS","SnS","sns",150.7760009765625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Sn 1 118.71 S 1 32.066 ",
,,,,"Ce2S3","CeâSã","ce2s3",376.4280090332031,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Ce 2 140.115 S 3 32.066 ",
,,,,"Sm2S3","SmâSã","sm2s3",396.9179992675781,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Sm 2 150.36 S 3 32.066 ",
,,,,"Tb2S3","TbâSã","tb2s3",414.0486145019531,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Tb 2 158.9253 S 3 32.066 ",
,,,,"Dy2S3","DyâSã","dy2s3",421.197998046875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Dy 2 162.5 S 3 32.066 ",
,,,,"Ho2S3","HoâSã","ho2s3",426.05859375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Ho 2 164.9303 S 3 32.066 ",
,,,,"Y2S3","YâSã","y2s3",274.00970458984375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Y 2 88.90585 S 3 32.066 ",
,,,,"B","B","b0",10.810999870300293,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"B 1 10.811 ",
,,,,"Ga","Ga","ga0",69.7229995727539,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Ga 1 69.723 ",
,,,,"La","La","la0",138.90550231933594,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"La 1 138.9055 ",
,,,,"ZnSe","ZnSe","znse",144.35000610351562,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Zn 1 65.39 Se 1 78.96 ",
,,,,"GeSe3","GeSeã","gese3",309.489990234375,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",4,"Ge 1 72.61 Se 3 78.96 ",
,,,,"Be","Be","be0",9.012182235717773,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Be 1 9.012182 ",
,,,,"Mg","Mg","mg0",24.30500030517578,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Mg 1 24.305 ",
,,,,"Ca","Ca","ca0",40.077999114990234,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Ca 1 40.078 ",
,,,,"Hg","Hg","hg0",200.58999633789062,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Hg 1 200.59 ",
,,,,"Cu2Se","CuâSe","cu2se",206.052001953125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Cu 2 63.546 Se 1 78.96 ",
,,,,"Cu2Te","CuâTe","cu2te",254.69200134277344,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Cu 2 63.546 Te 1 127.6 ",
,,,,"Li2Se","LiâSe","li2se",92.84200286865234,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Li 2 6.941 Se 1 78.96 ",
,,,,"GeBr4","GeBrä","gebr4",392.22601318359375,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",5,"Ge 1 72.61 Br 4 79.904 ",
,,,,"SbSI","SbSI","sbsi",280.7204895019531,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Sb 1 121.75 S 1 32.066 I 1 126.9045 ",
,,,,"GeAs","GeAs","geas",147.53160095214844,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Ge 1 72.61 As 1 74.92159 ",
,,,,"Na","Na","na0",22.989770889282227,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Na 1 22.98977 ",
,,,,"Cs","Cs","cs0",132.9053955078125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Cs 1 132.9054 ",
,,,,"SnS2","SnSâ","sns2",182.8419952392578,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Sn 1 118.71 S 2 32.066 ",
,,,,"CuS","CuS","cus",95.61199951171875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Cu 1 63.546 S 1 32.066 ",
,,,,"BiI3","BiIã","bii3",589.6939086914062,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"Bi 1 208.9804 I 3 126.9045 ",
,,,,"Ti2S3","TiâSã","ti2s3",191.95799255371094,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Ti 2 47.88 S 3 32.066 ",
,,,,"TaS2","TaSâ","tas2",245.07989501953125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Ta 1 180.9479 S 2 32.066 ",
,,,,"TiS2","TiSâ","tis2",112.01200103759766,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Ti 1 47.88 S 2 32.066 ",
,,,,"Ba","Ba","ba0",137.32699584960938,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Ba 1 137.327 ",
,,,,"AsS2","AsSâ","ass2",139.05360412597656,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"As 1 74.92159 S 2 32.066 ",
,,,,"GeS3","GeSã","ges3",168.80799865722656,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",4,"Ge 1 72.61 S 3 32.066 ",
,,,,"Ge2S3","GeâSã","ge2s3",241.41799926757812,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Ge 2 72.61 S 3 32.066 ",
,,,,"Ge2Se3","GeâSeã","ge2se3",382.1000061035156,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Ge 2 72.61 Se 3 78.96 ",
,,,,"GeSe4","GeSeä","gese4",388.45001220703125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Ge 1 72.61 Se 4 78.96 ",
,,,,"SnI2","SnIâ","sni2",372.5190124511719,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",3,"Sn 1 118.71 I 2 126.9045 ",
,,,,"CdSe","CdSe","cdse",191.37100219726562,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Cd 1 112.411 Se 1 78.96 ",
,,,,"In2Se3","InâSeã","in2se3",466.5199890136719,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"In 2 114.82 Se 3 78.96 ",
,,,,"Bi2Se3","BiâSeã","bi2se3",654.8408203125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Bi 2 208.9804 Se 3 78.96 ",
,,,,"SnI4","SnIä","sni4",626.3280029296875,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",5,"Sn 1 118.71 I 4 126.9045 ",
,,,,"B2Se3","BâSeã","b2se3",258.50201416015625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"B 2 10.811 Se 3 78.96 ",
,,,,"As2Te5","AsâTeå","as2te5",787.8432006835938,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"As 2 74.92159 Te 5 127.6 ",
,,,,"As2Te","AsâTe","as2te",277.4432067871094,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"As 2 74.92159 Te 1 127.6 ",
,,,,"P4Se3","PäSeã","p4se3",360.77508544921875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",7,"P 4 30.97376 Se 3 78.96 ",
,,,,"P4Se4","PäSeä","p4se4",439.7349853515625,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",8,"P 4 30.97376 Se 4 78.96 ",
,,,,"AsBr3","AsBrã","asbr3",314.63360595703125,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",4,"As 1 74.92159 Br 3 79.904 ",
,,,,"GeI4","GeIä","gei4",580.22802734375,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",0,"Halides",5,"Ge 1 72.61 I 4 126.9045 ",
,,,,"Tl2Te3","TlâTeã","tl2te3",791.5665893554688,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",5,"Tl 2 204.3833 Te 3 127.6 ",
,,,,"Ag2Te","AgâTe","ag2te",343.3363952636719,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Ag 2 107.8682 Te 1 127.6 ",
,,,,"PbTe","PbTe","pbte",334.79998779296875,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Pb 1 207.2 Te 1 127.6 ",
,,,,"SnSe","SnSe","snse",197.6699981689453,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",2,"Sn 1 118.71 Se 1 78.96 ",
,,,,"SnSe2","SnSeâ","snse2",276.6300048828125,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",3,"Sn 1 118.71 Se 2 78.96 ",
,,,,"K","K","k0",39.09830093383789,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"K 1 39.0983 ",
,,,,"Rb","Rb","rb0",85.4677963256836,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",0,"Others",1,"Rb 1 85.4678 ",
